收费门架信息,,,,
序号,收费门架编号,门架名称,纬度,经度
2041,S001737001000420040,沈海蓬栖枢纽-大辛店门架,37.562788,120.893343
2042,S001737001000520050,大辛店-蓬莱枢纽门架,37.59550695,120.90684495
2043,S001737001000620060,蓬莱枢纽-蓬莱门架,37.74695622338915,120.87106631610627
2044,S001737001000710010,蓬莱-蓬莱虚收费门架,37.746223,120.866352
2045,S001737001000720010,蓬莱虚-蓬莱收费门架,37.746223,120.866352
2046,S001737001000810010,大辛店-大辛店虚收费门架,37.594724,120.902159
2047,S001737001000820010,大辛店虚-大辛店收费门架,37.594724,120.902159
2048,S001937001000110010,惜福-城阳南门架,36.30456242,120.44411157
2049,S001937001000220020,城阳南-惜福门架,36.330985,120.509028
2050,S001937002000110010,高格庄枢纽-青龙潍莱立交门架,36.97644717,120.54915243
2051,S001937002000210020,青龙潍莱立交-莱西东门架,36.91578703,120.58070919
2052,S001937002000310030,莱西东-团旺门架,36.77617807,120.55272733
2053,S001937002000410040,团旺-姜山门架,36.65593067,120.51626174
2054,S001937002000510050,姜山-华山东门架,36.616847954335284,120.51947217252662
2055,S001937002000610060,华山东-青龙威青立交门架,36.52862369,120.56340513
2056,S001937002000710070,青龙威青立交-龙泉门架,36.47478079,120.56640195
2057,S001937002000810080,龙泉-即墨东门架,36.439189,120.552636
2058,S001937002000910090,即墨东-惜福门架,36.38261223,120.55252188
2059,S001937002001110100,城阳南-城阳门架,36.281729,120.415827
2060,S001937002001220110,城阳-城阳南门架,36.281729,120.415827
2061,S001937002001420120,惜福-即墨东门架,36.38202565,120.55241057
2062,S001937002001520130,即墨东-龙泉门架,36.438599,120.552524
2063,S001937002001620140,龙泉-青龙威青立交门架,36.47389113,120.56655252
2064,S001937002001720150,青龙威青立交-华山东门架,36.52797998,120.56353188
2065,S001937002001820160,华山东-姜山门架,36.61646778,120.5197206
2066,S001937002001920170,姜山-团旺门架,36.65507831,120.51659392
2067,S001937002002020180,团旺-莱西东门架,36.77574923,120.55276915
2068,S001937002002120190,莱西东-青龙潍莱立交门架,36.91539827,120.58112375
2069,S001937002002220200,青龙潍莱立交-高格庄枢纽门架,36.97621052,120.54951549
2070,S001937002002310010,莱西东-莱西东虚收费门架,36.896438,120.591337
2071,S001937002002320010,莱西东虚-莱西东收费门架,36.896438,120.591337
2072,S001937002002410010,团旺-团旺虚收费门架,36.758897,120.554484
2073,S001937002002420010,团旺虚-团旺收费门架,36.758897,120.554484
2074,S001937002002510010,姜山-姜山虚收费门架,36.638630,120.521820
2075,S001937002002520010,姜山虚-姜山收费门架,36.638630,120.521820
2076,S001937002002610010,华山东-华山东虚收费门架,36.543919,120.561306
2077,S001937002002620010,华山东虚-华山东收费门架,36.543919,120.561306
2078,S001937002002710010,龙泉-龙泉虚收费门架,36.458894,120.559113
2079,S001937002002720010,龙泉虚-龙泉收费门架,36.458894,120.559113
2080,S001937002002810010,即墨东-即墨东虚收费门架,36.403090,120.550770
2081,S001937002002820010,即墨东虚-即墨东收费门架,36.403090,120.550770
2082,S001937002002910010,惜福-惜福虚收费门架,36.330779,120.519332
2083,S001937002002920010,惜福虚-惜福收费门架,36.330779,120.519332
2084,S001937003000110010,龙口港-龙港南立交门架,37.57821945,120.36581639
2085,S001937003000220020,龙港南立交-龙口港门架,37.57788339,120.36600054
2086,S001937003000310010,龙口港-龙口港虚收费门架,37.577188,120.360588
2087,S001937003000320010,龙口港虚-龙口港收费门架,37.577188,120.360588
2088,S001937004000110010,龙港南立交-招远玲珑门架,37.42187634309805,120.43030865036401
2089,S001937004000210020,招远玲珑-招远东门架,37.397578,120.462736
2090,S001937004000310030,招远东-招远毕郭门架,37.335212020306386,120.49139357587505
2091,S001937004000410040,招远毕郭-马连庄门架,37.21571829,120.5157263
2092,S001937004000610060,马连庄-高格庄枢纽门架,37.05200175,120.52317045
2093,S001937004000720070,高格庄枢纽-马连庄门架,37.05140847,120.52321668
2094,S001937004000920090,马连庄-招远毕郭门架,37.21501953,120.51571489
2095,S001937004001020100,招远毕郭-招远东门架,37.33261870125018,120.49298144361185
2096,S001937004001120110,招远东-招远玲珑门架,37.39709824925809,120.46350868780966
2097,S001937004001220120,招远玲珑-龙港南立交门架,37.42154190662137,120.43094513836684
2098,S001937004001310010,招远玲珑-招远玲珑虚收费门架,37.403092,120.450411
2099,S001937004001320010,招远玲珑虚-招远玲珑收费门架,37.403092,120.450411
2100,S001937004001410010,招远东-招远东虚收费门架,37.397005,120.457472
2101,S001937004001420010,招远东虚-招远东收费门架,37.397005,120.457472
2102,S001937004001510010,招远毕郭-招远毕郭虚收费门架,37.330909,120.488525
2103,S001937004001520010,招远毕郭虚-招远毕郭收费门架,37.330909,120.488525
2104,S001937004001610010,马连庄-马连庄虚收费门架,37.214417,120.510850
2105,S001937004001620010,马连庄虚-马连庄收费门架,37.214417,120.510850
2106,S002337001000110010,潍日滨海-荣乌潍日立交门架,36.848815,118.981472
2107,S002337001000210010,荣乌潍日立交-潍日潍城门架,36.828659,118.992226
2108,S002337001000310020,潍日潍城-于河枢纽门架,36.790755,118.967349
2109,S002337001000410010,于河枢纽-潍城西门架,36.738741,118.961106
2110,S002337001000620030,于河枢纽-潍日潍城门架,36.789992,118.966744
2111,S002337001000720040,潍日潍城-荣乌潍日立交门架,36.827654,118.992380
2112,S002337001000820010,荣乌潍日立交-潍日滨海门架,36.848815,118.981472
2113,S002337001000910010,潍日潍城-潍日潍城虚收费门架,36.810266,118.981857
2114,S002337001000920010,潍日潍城虚-潍日潍城收费门架,36.810266,118.981857
2115,S002637001000110010,莱芜南-莱芜西门架,36.18451171,117.68583387
2116,S002637001000210020,莱芜西-莱泰杨庄门架,36.22066396,117.46916317
2117,S002637001000520050,莱泰杨庄-莱芜西门架,36.22057463,117.46823497
2118,S002637001000620060,莱芜西-莱芜南门架,36.18430202,117.68483821
2119,S002637001000710010,莱泰杨庄-莱泰杨庄虚收费门架,36.215011,117.411168
2120,S002637001000720010,莱泰杨庄虚-莱泰杨庄收费门架,36.215011,117.411168
2121,S002637001000810010,莱芜西-莱芜西虚收费门架,36.220492,117.462750
2122,S002637001000820010,莱芜西虚-莱芜西收费门架,36.220492,117.462750
2123,S002637002000110010,莱泰杨庄-范镇门架,36.2152546270318,117.41756511747641
2124,S002637002000210050,范镇-省庄枢纽收费门架,0.000000,0.000000
2125,S002637002000320060,省庄枢纽-范镇收费门架,0.000000,0.000000
2126,S002637002000420040,范镇-莱泰杨庄门架,36.21496016,117.41707188
2127,S002637002000510010,莱泰泰安-莱泰泰安虚收费门架,36.191036,117.227133
2128,S002637002000520010,莱泰泰安虚-莱泰泰安收费门架,36.191036,117.227133
2129,S002637002000610010,范镇-范镇虚收费门架,36.214707,117.410719
2130,S002637002000620010,范镇虚-范镇收费门架,36.214707,117.410719
2131,S002637002000710070,省庄东枢纽-莱泰泰安虚收费门架,36.197218,117.239552
2132,S002637002000720080,莱泰泰安虚-省庄东枢纽收费门架,36.197496,117.240042
2133,S002837001000110010,十八里铺立交-张寨北门架,36.084907,115.526893
2134,S002837001000210020,张寨北-莘南鲁豫门架,36.084246,115.495631
2135,S002837001000210210,张寨北-莘南鲁豫门架,36.083450778764615,115.4905593498978
2136,S002837001000320090,莘南鲁豫-张寨北门架,36.082027944290815,115.48468743774043
2137,S002837001000320220,莘南鲁豫-张寨北门架,36.08313514561573,115.48954930028171
2138,S002837001000420100,张寨北-十八里铺立交门架,36.084767,115.525824
2139,S002837001000510010,张寨北-张寨北虚收费门架,36.084779,115.520279
2140,S002837001000520010,张寨北虚-张寨北收费门架,36.084779,115.520279
2141,S002937001000110010,高青北-彭家枢纽门架,37.232750,117.961615
2142,S002937001000310040,桓台-淄博西枢纽门架,36.93299132693109,117.96955569886285
2143,S002937001000420050,淄博西枢纽-桓台门架,36.93250785481061,117.96954067831216
2144,S002937001000620070,高青-彭家枢纽门架,37.197847394582055,117.97036982761668
2145,S002937001000710020,彭家枢纽-高青门架,37.19850202178857,117.9701616882626
2146,S002937001000820080,彭家枢纽-高青北门架,37.230694,117.961824
2147,S002937001000910010,高青-高青虚收费门架,37.423212,117.943244
2148,S002937001000920010,高青虚-高青收费门架,37.423212,117.943244
2149,S002937001001010010,桓台-桓台虚收费门架,37.156475,117.823422
2150,S002937001001020010,桓台虚-桓台收费门架,37.156475,117.823422
2151,S002937001001110010,高青虚-桓台北虚收费门架,37.182050,117.975033
2152,S002937001001120020,桓台北虚-高青虚收费门架,37.182050,117.975033
2153,S002937001001210010,桓台北虚-桓台虚收费门架,37.006972,117.983368
2154,S002937001001220020,桓台虚-桓台北虚收费门架,37.006972,117.983368
2155,S002937001001310010,桓台北-桓台北虚收费门架,0.000000,0.000000
2156,S002937001001320020,桓台北虚-桓台北收费门架,37.014609,117.967109
2157,S002937002000110010,滨州南-高青北门架,37.255548,117.964743
2158,S002937002000220020,高青北-滨州南门架,37.254882,117.964745
2159,S002937002000310010,高青北-高青北虚收费门架,37.754345,117.734534
2160,S002937002000320010,高青北虚-高青北收费门架,37.754345,117.734534
2161,S002937003000210020,淄博西枢纽-淄博西门架,36.85244611879901,117.96001255052265
2162,S002937003000310030,淄博西-淄博新区门架,36.829988375794926,117.95223033066549
2163,S002937003000410040,淄博新区-文昌湖门架,36.764339,117.939231
2164,S002937003000510050,文昌湖-淄川门架,36.71626298501084,117.92230621744822
2165,S002937003000610060,淄川-博山北门架,36.6466567332683,117.87401920270261
2166,S002937003000710070,博山北-博山门架,36.55595544302081,117.83822615281959
2167,S002937003000810080,博山-和庄门架,36.4250851526061,117.81002456020056
2168,S002937003001910090,和庄-苗山门架,36.34407872445212,117.79994169592452
2169,S002937003002010100,苗山-莱芜枢纽门架,36.315280682214905,117.7720720474911
2170,S002937003002120110,莱芜枢纽-苗山门架,36.314770626802755,117.77156993793076
2171,S002937003002420120,苗山-和庄门架,36.34356194412709,117.80012194040306
2172,S002937003002520130,和庄-博山门架,36.424377182306756,117.8100703577271
2173,S002937003003420340,博山-博山北门架,36.555303903139176,117.8379643689578
2174,S002937003003520350,博山北-淄川门架,36.64600294638143,117.87394275974569
2175,S002937003003620360,淄川-文昌湖门架,36.71595681376418,117.92245427541857
2176,S002937003003720370,文昌湖-淄博新区门架,36.763099,117.938246
2177,S002937003003820380,淄博新区-淄博西门架,36.82810252644174,117.95195567272435
2178,S002937003003920390,淄博西-淄博西枢纽门架,36.851087525959215,117.95976686007864
2179,S002937003004110010,淄博新区-淄博新区虚收费门架,37.453567,117.345643
2180,S002937003004120010,淄博新区虚-淄博新区收费门架,37.453567,117.345643
2181,S002937003004210010,淄川-淄川虚收费门架,37.245668,117.764379
2182,S002937003004220010,淄川虚-淄川收费门架,37.245668,117.764379
2183,S002937003004310010,博山-博山虚收费门架,37.278755,117.647668
2184,S002937003004320010,博山虚-博山收费门架,37.278755,117.647668
2185,S002937003004410010,淄博西-淄博西虚收费门架,37.264235,117.643554
2186,S002937003004420010,淄博西虚-淄博西收费门架,37.264235,117.643554
2187,S002937003004510010,文昌湖-文昌湖虚收费门架,37.245455,117.765478
2188,S002937003004520010,文昌湖虚-文昌湖收费门架,37.245455,117.765478
2189,S002937003004610010,博山北-博山北虚收费门架,37.286643,117.688532
2190,S002937003004620010,博山北虚-博山北收费门架,37.286643,117.688532
2191,S002937003004710010,和庄-和庄虚收费门架,37.153478,117.619975
2192,S002937003004720010,和庄虚-和庄收费门架,37.153478,117.619975
2193,S002937003004810010,苗山-苗山虚收费门架,37.264356,117.608764
2194,S002937003004820010,苗山虚-苗山收费门架,37.264356,117.608764
2195,S002937004000110010,博莱枢纽-平邑北虚收费门架,35.678000,117.743000
2196,S002937004000210020,平邑北虚-蒙山虚收费门架,35.645000,117.726000
2197,S002937004000310030,蒙山虚-平邑枢纽收费门架,35.491023,117.778053
2198,S002937004000410040,平邑枢纽-平邑南虚收费门架,35.317000,117.625000
2199,S002937004000510050,平邑南虚-白彦虚收费门架,35.242000,117.592000
2200,S002937004000610060,白彦虚-山亭虚收费门架,35.214000,117.583450
2201,S002937004000720070,山亭虚-白彦虚收费门架,35.210000,117.582000
2202,S002937004000820080,白彦虚-平邑南虚收费门架,35.241000,117.592000
2203,S002937004000920090,平邑南虚-平邑枢纽收费门架,35.323000,117.640000
2204,S002937004001020100,平邑枢纽-蒙山虚收费门架,35.491000,117.778000
2205,S002937004001120110,蒙山虚-平邑北虚收费门架,35.645000,117.727000
2206,S002937004001220120,平邑北虚-博莱枢纽收费门架,35.677000,117.741000
2207,S002937004001310010,平邑北-平邑北虚收费门架,35.658000,117.728000
2208,S002937004001420010,平邑北虚-平邑北收费门架,35.658000,117.728000
2209,S002937004001510010,蒙山-蒙山虚收费门架,35.609000,117.791000
2210,S002937004001620010,蒙山虚-蒙山收费门架,35.609000,117.791000
2211,S002937004001710010,平邑南-平邑南虚收费门架,35.308000,117.632000
2212,S002937004001820010,平邑南虚-平邑南收费门架,35.308000,117.632000
2213,S002937004001910010,白彦-白彦虚收费门架,35.230000,117.584000
2214,S002937004002020010,白彦虚-白彦收费门架,35.230000,117.584000
2215,S002937005000210010,山亭虚-枣庄东虚收费门架,35.067000,117.533000
2216,S002937005000310020,临枣新台枢纽-台儿庄北虚收费门架,34.537000,117.656000
2217,S002937005000420030,台儿庄北虚-临枣新台枢纽收费门架,34.536000,117.656000
2218,S002937005000520040,枣庄东虚-山亭虚收费门架,35.067000,117.539000
2219,S002937005000710010,山亭-山亭虚收费门架,35.084000,117.538000
2220,S002937005000820010,山亭虚-山亭收费门架,35.084000,117.538000
2221,S002937005000910010,枣庄东-枣庄东虚收费门架,34.891000,117.604000
2222,S002937005001020010,枣庄东虚-枣庄东收费门架,34.891000,117.604000
2223,S002937005001110010,台儿庄北-台儿庄北虚收费门架,34.604000,117.658000
2224,S002937005001220010,台儿庄北虚-台儿庄北收费门架,34.604000,117.658000
2225,S003037001000110010,新汶枢纽-岳家庄虚收费门架,35.811486,117.631486
2226,S003037001000210020,岳家庄虚-石莱虚收费门架,35.809523,117.618067
2227,S003037001000310030,石莱虚-楼德虚收费门架,35.801964,117.309749
2228,S003037001000410040,楼德虚-华丰虚收费门架,35.819032,117.159369
2229,S003037001000510050,华丰虚-磁窑枢纽收费门架,35.829477,117.111273
2230,S003037001001020060,磁窑枢纽-华丰虚收费门架,35.825000,117.113405
2231,S003037001001120070,华丰虚-楼德虚收费门架,35.825125,117.150850
2232,S003037001001220080,楼德虚-石莱虚收费门架,35.802766,117.315249
2233,S003037001001320090,石莱虚-岳家庄虚收费门架,35.813471,117.610635
2234,S003037001001420100,岳家庄虚-新汶枢纽收费门架,35.815900,117.653308
2235,S003037001001510010,岳家庄-岳家庄虚收费门架,35.821000,117.643000
2236,S003037001001620010,岳家庄虚-岳家庄收费门架,35.821000,117.643000
2237,S003037001001710010,石莱-石莱虚收费门架,35.832000,117.513000
2238,S003037001001820010,石莱虚-石莱收费门架,35.832000,117.513000
2239,S003037001001910010,楼德-楼德虚收费门架,35.811000,117.311000
2240,S003037001002020010,楼德虚-楼德收费门架,35.811000,117.311000
2241,S003037001002110010,华丰-华丰虚收费门架,35.834000,117.145000
2242,S003037001002220010,华丰虚-华丰收费门架,35.834000,117.145000
2243,S003037002000110010,磁窑枢纽-宁阳虚收费门架,35.837390,116.870011
2244,S003037002000210020,宁阳虚-汶上北虚收费门架,35.844906,116.823827
2245,S003037002000410030,汶上北虚-彭集虚收费门架,35.855560,116.577695
2246,S003037002000610040,彭集虚-东济济广枢纽收费门架,35.851550,116.452444
2247,S003037002001010050,东济济广枢纽-梁山北虚收费门架,35.846525,116.113026
2248,S003037002001110060,梁山北虚-杨营虚收费门架,35.822965,115.977965
2249,S003037002001410070,杨营虚-董梁鲁豫收费门架,35.837225,115.910010
2250,S003037002001410090,杨营虚-董梁鲁豫收费门架,35.841052,115.907405
2251,S003037002001520080,董梁鲁豫-杨营虚收费门架,35.846053,115.903319
2252,S003037002001520100,董梁鲁豫-杨营虚收费门架,35.842144,115.906454
2253,S003037002001820090,杨营虚-梁山北虚收费门架,35.822989,115.977240
2254,S003037002001920100,梁山北虚-东济济广枢纽收费门架,35.846315,116.112632
2255,S003037002002320110,东济济广枢纽-彭集虚收费门架,35.851140,116.451413
2256,S003037002002520120,彭集虚-汶上北虚收费门架,35.855703,116.576417
2257,S003037002002720130,汶上北虚-宁阳虚收费门架,35.844949,116.823293
2258,S003037002002820140,宁阳虚-磁窑枢纽收费门架,35.839633,116.861581
2259,S003037002002910010,宁阳-宁阳虚收费门架,35.845000,116.846000
2260,S003037002003020010,宁阳虚-宁阳收费门架,35.845000,116.846000
2261,S003037002003110010,汶上北-汶上北虚收费门架,35.846780,116.600000
2262,S003037002003220010,汶上北虚-汶上北收费门架,35.846780,116.600000
2263,S003037002003310010,彭集-彭集虚收费门架,35.854000,116.470000
2264,S003037002003420010,彭集虚-彭集收费门架,35.854000,116.470000
2265,S003037002003510010,梁山北-梁山北虚收费门架,35.839000,116.088000
2266,S003037002003620010,梁山北虚-梁山北收费门架,35.839000,116.088000
2267,S003037002003710010,杨营-杨营虚收费门架,35.822000,115.954700
2268,S003037002003820010,杨营虚-杨营收费门架,35.822000,115.954700
2269,S003337001000110010,东济济广枢纽-东平南门架,35.829206,116.393923
2270,S003337001000120080,东平南-东济济广枢纽门架,35.82891023,116.39472875
2271,S003337001000310020,东平南-汶上西门架,35.75763632,116.4127146
2272,S003337001000410030,汶上西-汶上南门架,35.716483,116.415947
2273,S003337001000510040,汶上南-东济日兰立交门架,35.627081,116.434934
2274,S003337001000620050,东济日兰立交-汶上南门架,35.626008,116.435470
2275,S003337001000720060,汶上南-汶上西门架,35.715818,116.416268
2276,S003337001000920070,汶上西-东平南门架,35.75643966,116.41303796
2277,S003337001001010010,东平南-东平南虚收费门架,35.784544,116.381042
2278,S003337001001020010,东平南虚-东平南收费门架,35.784544,116.381042
2279,S003337001001110010,汶上西-汶上西虚收费门架,35.716446,116.410400
2280,S003337001001120010,汶上西虚-汶上西收费门架,35.716446,116.410400
2281,S003337001001210010,汶上南-汶上南虚收费门架,35.716047,116.410468
2282,S003337001001220010,汶上南虚-汶上南收费门架,35.716047,116.410468
2283,S003337002000110120,东济日兰立交-济宁经开区交门架,35.467864,116.454845
2284,S003337002000410110,济宁经开区虚-太白湖虚收费门架,35.431027,116.443723
2285,S003337002000510100,济宁机场-济宁南门架,35.26233953,116.43722587
2286,S003337002000610090,济宁南-金乡东门架,35.108832,116.452232
2287,S003337002000810070,鱼台西-济徐路济鱼段终点门架,34.95032907557018,116.55455516276265
2288,S003337002000810140,鱼台西-济徐路济鱼段终点门架,34.95438846,116.55442168
2289,S003337002001320060,济徐路济鱼段终点-鱼台西门架,34.949176849122566,116.5546455535666
2290,S003337002001320130,济徐路济鱼段终点-鱼台西门架,34.94443233321793,116.55450496087056
2291,S003337002001520040,金乡东-济宁南门架,35.108095,116.452818
2292,S003337002001620030,济宁南-济宁机场门架,35.26174187,116.43758365
2293,S003337002001720020,济宁机场虚-太白湖虚收费门架,35.429916,116.443513
2294,S003337002001820010,济宁经开区-东济日兰立交门架,35.466866,116.454811
2295,S003337002002410010,济宁经开区-济宁经开区虚收费门架,35.430974,116.438024
2296,S003337002002420010,济宁经开区虚-济宁经开区收费门架,35.430974,116.438024
2297,S003337002002510010,济宁机场-济宁机场虚收费门架,35.262607,116.431466
2298,S003337002002520010,济宁机场虚-济宁机场收费门架,35.262607,116.431466
2299,S003337002002610010,济宁南-济宁南虚收费门架,35.262181,116.431714
2300,S003337002002620010,济宁南虚-济宁南收费门架,35.262181,116.431714
2301,S003337002002710010,金乡东-金乡东虚收费门架,35.108668,116.447044
2302,S003337002002720010,金乡东虚-金乡东收费门架,35.108668,116.447044
2303,S003337002002810010,鱼台西-鱼台西虚收费门架,35.988189,116.537735
2304,S003337002002820010,鱼台西虚-鱼台西收费门架,35.988189,116.537735
2305,S003337002002910010,金乡东虚-鱼城枢纽门架,35.075197,116.460851
2306,S003337002002920010,鱼城枢纽-金乡东虚门架,35.075245,116.460973
2307,S003337002003010010,鱼城枢纽-鱼台西虚门架,34.988512,116.537551
2308,S003337002003020010,鱼台西虚-鱼城枢纽门架,35.988189,116.537735
2309,S003337002003110010,太白湖虚-济宁机场虚收费门架,35.328068,116.441296
2310,S003337002003120010,太白湖虚-济宁经开区虚收费门架,35.430974,116.438024
2311,S003337002003210010,太白湖-太白湖虚收费门架,0.000000,0.000000
2312,S003337002003220020,太白湖虚-太白湖收费门架,0.000000,0.000000
2313,S003737001000110010,尹集立交-高唐州虚收费门架,36.864000,116.322000
2314,S003737001000210020,高唐州虚-高唐南虚收费门架,36.833000,116.326000
2315,S003737001000310030,高唐南虚-茌平东虚收费门架,36.700004,116.348755
2316,S003737001000410040,茌平东虚-高东济聊枢纽收费门架,36.596812,116.340258
2317,S003737001000510050,高东济聊枢纽-高集虚收费门架,36.466000,116.356000
2318,S003737001000610060,高集虚-东阿北虚收费门架,36.444000,116.348000
2319,S003737001000710070,东阿北虚-陈集虚收费门架,36.402000,116.342000
2320,S003737001000810080,陈集虚-东阿东虚收费门架,36.332781,116.318355
2321,S003737001000910090,东阿东虚-东阿南立交收费门架,36.295598,116.302729
2322,S003737001001020100,东阿南立交-东阿东虚收费门架,36.295317,116.302519
2323,S003737001001120110,东阿东虚-陈集虚收费门架,36.332443,116.318264
2324,S003737001001220120,陈集虚-东阿北虚收费门架,36.402000,116.343000
2325,S003737001001320130,东阿北虚-高集虚收费门架,36.444000,116.349000
2326,S003737001001420140,高集虚-高东济聊枢纽收费门架,36.465000,116.356000
2327,S003737001001520150,高东济聊枢纽-茌平东虚收费门架,36.596649,116.340312
2328,S003737001001620160,茌平东虚-高唐南虚收费门架,36.699694,116.348739
2329,S003737001001720170,高唐南虚-高唐州虚收费门架,36.833000,116.327000
2330,S003737001001820180,高唐州虚-尹集立交收费门架,36.863000,116.322000
2331,S003737001001910190,高唐州-高唐州虚收费门架,36.855000,116.324000
2332,S003737001002020200,高唐州虚-高唐州收费门架,36.855000,116.325000
2333,S003737001002110210,高唐南-高唐南虚收费门架,36.724000,116.351000
2334,S003737001002220220,高唐南虚-高唐南收费门架,36.724000,116.351000
2335,S003737001002310230,茌平东-茌平东虚收费门架,36.610000,116.341000
2336,S003737001002420240,茌平东虚-茌平东收费门架,36.610000,116.341000
2337,S003737001002510250,高集-高集虚收费门架,36.467000,116.363000
2338,S003737001002620260,高集虚-高集收费门架,36.467000,116.363000
2339,S003737001002710270,东阿北-东阿北虚收费门架,36.422000,116.348000
2340,S003737001002820280,东阿北虚-东阿北收费门架,36.422000,116.348000
2341,S003737001002910290,陈集-陈集虚收费门架,36.343000,116.330000
2342,S003737001003020300,陈集虚-陈集收费门架,36.343000,116.330000
2343,S003737001003110310,东阿东-东阿东虚收费门架,36.317000,116.311000
2344,S003737001003220320,东阿东虚-东阿东收费门架,36.317000,116.311000
2345,S003837001000110010,临枣京沪枢纽-兰陵北门架,34.913361,118.150570
2346,S003837001000210020,兰陵北-兰陵西门架,34.886873,117.973924
2347,S003837001000310030,兰陵西-峄城东门架,34.816334,117.801254
2348,S003837001001420140,峄城东-兰陵西门架,34.813588,117.789269
2349,S003837001001520150,兰陵西-兰陵北门架,34.882050,117.966323
2350,S003837001001620160,兰陵北-临枣京沪枢纽门架,34.912764,118.136988
2351,S003837001001710010,兰陵北-兰陵北虚收费门架,34.913286,118.130985
2352,S003837001001720010,兰陵北虚-兰陵北收费门架,34.913286,118.130985
2353,S003837001001810010,兰陵西-兰陵西虚收费门架,34.821824,117.808328
2354,S003837001001820010,兰陵西虚-兰陵西收费门架,34.821824,117.808328
2355,S003837001001910010,峄城东-峄城东虚收费门架,34.814421,117.783585
2356,S003837001001920010,峄城东虚-峄城东收费门架,34.814421,117.783585
2357,S003837002000510040,峄城东-峨山枢纽门架,34.815815,117.756297
2358,S003837002000610060,峄城南-峄城西门架,34.72618642,117.59121952
2359,S003837002000710070,峄城西-枣庄新城门架,34.706971,117.412102
2360,S003837002000810080,枣庄新城-临枣京台枢纽门架,34.702002,117.368520
2361,S003837002000920090,临枣京台枢纽-枣庄新城门架,34.698238,117.355637
2362,S003837002001020100,枣庄新城-峄城西门架,34.705038,117.403763
2363,S003837002001120110,峄城西-峄城南门架,34.727413,117.574262
2364,S003837002001420130,峨山枢纽-峄城东门架,34.815041,117.749469
2365,S003837002001510010,峄城南-峄城南虚收费门架,34.758021,117.665091
2366,S003837002001520010,峄城南虚-峄城南收费门架,34.758021,117.665091
2367,S003837002001610010,峄城西-峄城西虚收费门架,34.728638,117.568499
2368,S003837002001620010,峄城西虚-峄城西收费门架,34.728638,117.568499
2369,S003837002001710010,枣庄新城-枣庄新城虚收费门架,34.705966,117.397891
2370,S003837002001720010,枣庄新城虚-枣庄新城收费门架,34.705966,117.397891
2371,S003837002001810010,峨山枢纽-临枣新台枢纽收费门架,34.759512,117.666656
2372,S003837002001820020,临枣新台枢纽-峨山枢纽收费门架,34.757978,117.665181
2373,S003837002001910010,临枣新台枢纽-峄城南虚收费门架,34.732864,117.630663
2374,S003837002001920020,峄城南虚-临枣新台枢纽收费门架,34.732532,117.630234
2375,S003837003000110010,滕州北枢纽-滕州西虚门架,117.109817,35.170634
2376,S003837003000120010,滕州西虚-滕州北枢纽门架,117.109289,35.170490
2377,S003837003000310010,滕州西-滕州西虚门架,117.092236,35.164366
2378,S003837003000320010,滕州西虚-滕州西门架,117.092236,35.164366
2379,S003837003000410010,滕州西虚-滨湖虚门架,116.903425,35.152515
2380,S003837003000420010,滨湖虚-滕州西虚门架,116.903865,35.152745
2381,S003837003000610010,滨湖-滨湖虚门架,116.888386,35.145815
2382,S003837003000620010,滨湖虚-滨湖门架,116.888386,35.145815
2383,S003837003000710010,滨湖虚-两城虚门架,116.799347,35.125137
2384,S003837003000720010,两城虚-滨湖虚门架,116.798714,35.124902
2385,S003837003000910010,两城-两城虚门架,116.773773,35.127613
2386,S003837003000920010,两城虚-两城门架,116.773773,35.127613
2387,S003837003001110010,两城虚-南阳虚门架,116.702130,35.133231
2388,S003837003001120010,南阳虚-两城虚门架,116.668749,35.112048
2389,S003837003001210010,南阳-南阳虚门架,116.674426,35.130998
2390,S003837003001220010,南阳虚-南阳门架,116.674426,35.130998
2391,S003837003001610010,南阳虚-鱼台北虚门架,116.596470,35.071409
2392,S003837003001620010,鱼台北虚-南阳虚门架,116.598384,35.072782
2393,S003837003001710010,鱼台北-鱼台北虚门架,116.581026,35.051889
2394,S003837003001720010,鱼台北虚-鱼台北门架,116.581026,35.051889
2395,S003837003001810010,鱼台北虚-鱼城枢纽门架,116.563005,35.052507
2396,S003837003001820010,鱼城枢纽-鱼台北虚门架,116.560341,35.054151
2397,S003837003001910010,鱼城枢纽-金乡南虚门架,34.997182,116.405042
2398,S003837003001920010,金乡南虚-鱼城枢纽门架,34.996677,116.404446
2399,S003837003002010010,金乡南-金乡南虚门架,116.384622,34.991020
2400,S003837003002020010,金乡南虚-金乡南门架,116.384622,34.991020
2401,S003837003002110010,金乡南虚-金乡西虚门架,116.359854,34.988034
2402,S003837003002120010,金乡西虚-金乡南虚门架,116.359243,34.987610
2403,S003837003002210010,金乡西-金乡西虚门架,116.224350,34.983642
2404,S003837003002220010,金乡西虚-金乡西门架,116.224350,34.983642
2405,S003837003002310010,金乡西虚-张楼虚门架,116.208124,34.996178
2406,S003837003002420010,张楼虚-金乡西虚门架,116.207561,35.996353
2407,S003837003002510010,张楼-张楼虚门架,116.061488,35.029358
2408,S003837003002520010,张楼虚-张楼门架,116.061488,35.029358
2409,S003837003002610010,张楼虚-成武枢纽门架,116.036084,35.026224
2410,S003837003002620010,成武枢纽-张楼虚门架,116.035576,35.025888
2411,S003837003002710010,成武枢纽-成武北虚门架,115.945460,35.034179
